#,Project,Tracker,Parent task,Parent task subject,Status,Priority,Subject,Author,Assignee,Updated,Category,Target version,Start date,Due date,Estimated time,Total estimated time,Spent time,Total spent time,% Done,Created,Closed,Last updated by,Related issues,Files,Tags,Bug Detected Phase,Bug Injected Phase,Log Type
149,穿山甲,Story,680,E 讲堂二期新需求,Done,Normal,E讲堂活动管理加入分期,毕艳芳,余鹏飞,2020-04-29 14:30,"",V0.6,2020-02-04,2020-02-05,5.00,5.00,0.00,0.00,100,2020-02-03 18:16,2020-02-10 11:31,徐苗,"","","咯叽运营, 血压 e 讲堂","","",""
148,穿山甲,Story,680,E 讲堂二期新需求,Done,Normal,导出调查问卷加入分期,毕艳芳,余鹏飞,2020-04-29 14:30,"",V0.6,2020-02-04,2020-02-04,2.00,2.00,0.00,0.00,100,2020-02-03 18:14,2020-02-10 11:31,徐苗,"","",血压 e 讲堂,"","",""
147,穿山甲,Story,680,E 讲堂二期新需求,Done,Normal,DSM场次管理加入分期,毕艳芳,余鹏飞,2020-04-29 14:28,"",V0.6,2020-02-04,2020-02-04,5.00,5.00,1.50,1.50,100,2020-02-03 18:13,2020-02-10 11:31,徐苗,"Related to #154, Related to #156, Related to #181, Related to #178","",血压 e 讲堂,"","",""
146,穿山甲,Story,680,E 讲堂二期新需求,Done,Normal,ACC面单和PPT课件上传中PPT课件名称加入分期,毕艳芳,余鹏飞,2020-04-29 14:27,"",V0.6,2020-02-04,2020-02-04,2.00,2.00,0.00,0.00,100,2020-02-03 18:12,2020-02-10 11:31,徐苗,"Related to #161, Related to #214, Related to #160","",血压 e 讲堂,"","",""
134,穿山甲,Story,679,早安血糖 e 讲堂,Done,Normal,Sally 管理早安血糖的DSM场次限制,毕艳芳,余鹏飞,2020-04-29 14:56,"",V0.6,2020-02-10,2020-02-10,4.00,4.00,0.00,0.00,100,2020-02-03 13:34,2020-02-12 21:53,徐苗,"Related to #203, Related to #205","","早安血糖 e 讲堂, 咯叽运营","","",""
132,穿山甲,Story,679,早安血糖 e 讲堂,Done,Normal,Rebecca 做海报并上传,毕艳芳,余鹏飞,2020-04-29 14:55,"",V0.6,2020-02-10,2020-02-10,3.00,3.00,0.00,0.00,100,2020-02-03 13:30,2020-02-12 21:53,徐苗,"","","早安血糖 e 讲堂, 咯叽服务","","",""
130,穿山甲,Story,679,早安血糖 e 讲堂,Done,Normal,AMM和韩雨彤需要查询活动变更记录,毕艳芳,余鹏飞,2020-04-29 14:55,"",V0.6,2020-02-07,2020-02-07,4.00,4.00,0.00,0.00,100,2020-02-03 13:25,2020-02-12 21:53,徐苗,Related to #210,"",早安血糖 e 讲堂,"","",""
129,穿山甲,Story,679,早安血糖 e 讲堂,Done,Normal,AMM DSM场次查询和管理,毕艳芳,余鹏飞,2020-04-29 14:54,"",V0.6,2020-02-07,2020-02-07,4.00,4.00,0.00,0.00,100,2020-02-03 13:24,2020-02-12 21:53,徐苗,"Related to #206, Related to #217","",早安血糖 e 讲堂,"","",""
128,穿山甲,Story,679,早安血糖 e 讲堂,Done,Normal,AMM ACC面单和PPT课件上传,毕艳芳,余鹏飞,2020-04-29 14:54,"",V0.6,2020-02-06,2020-02-06,3.00,3.00,0.00,0.00,100,2020-02-03 13:23,2020-02-12 21:53,徐苗,"","",早安血糖 e 讲堂,"","",""
119,穿山甲,Bug,684,后台的公共管理页面,Done,Low,具体页面进入后再次进入到二级页面，菜单不再展开,许清斌,余鹏飞,2020-04-30 10:22,"",V0.6,2020-02-14,2020-02-16,4.00,4.00,0.00,0.00,100,2020-01-21 16:11,2020-02-19 13:29,徐苗,"","",穿山甲,PRD Bug,开发,""
110,穿山甲,Bug,684,后台的公共管理页面,Done,Normal,接口分类为空的数据，不应该显示接口调用的按钮,徐苗,余鹏飞,2020-04-30 10:28,"",V0.5,2020-01-20,2020-01-20,"","",0.00,0.00,100,2020-01-20 16:08,2020-01-20 17:37,徐苗,"",clipboard-202001201607-0u5aa.png,咯叽运营,IT Bug,开发,""
109,穿山甲,Bug,683,E 讲堂后台,Done,Normal,搜索177号时，页面报错500,徐苗,余鹏飞,2020-04-30 10:12,"",V0.5,2020-01-20,2020-01-20,"","",0.00,0.00,100,2020-01-20 16:00,2020-01-20 17:37,徐苗,Related to #34,"",咯叽运营,IT Bug,开发,""
78,穿山甲,Bug,683,E 讲堂后台,Done,Normal,调查问卷导出有排除取消的活动,毕艳芳,余鹏飞,2020-04-30 10:45,"",V0.5,2020-01-16,2020-01-16,1.00,1.00,0.00,0.00,100,2020-01-16 13:36,2020-01-21 10:44,徐苗,"","",血压 e 讲堂,UAT Bug,开发,""
61,穿山甲,Bug,684,后台的公共管理页面,Done,Normal,字段名称和需求一致,毕艳芳,余鹏飞,2020-04-30 10:10,"",V0.5,2020-01-13,2020-01-13,0.50,0.50,0.00,0.00,100,2020-01-13 14:22,2020-01-14 11:12,徐苗,Related to #29,"","",UAT Bug,开发,""
60,穿山甲,Bug,684,后台的公共管理页面,Done,Normal,表单验证统一,毕艳芳,余鹏飞,2020-04-30 10:10,"",V0.5,2020-01-13,2020-01-13,1.00,1.00,0.00,0.00,100,2020-01-13 14:20,2020-01-14 11:12,徐苗,Related to #29,"","",UAT Bug,开发,""
59,穿山甲,Bug,684,后台的公共管理页面,Done,Normal,添加按钮和修改使用统一样式,毕艳芳,余鹏飞,2020-04-30 10:10,"",V0.5,2020-01-13,2020-01-13,0.50,0.50,0.00,0.00,100,2020-01-13 14:17,2020-01-14 11:12,徐苗,Related to #29,"","",UAT Bug,开发,""
51,穿山甲,Bug,684,后台的公共管理页面,Done,Normal,有医院编码时，医院相关其他字段可以重复,徐苗,余鹏飞,2020-04-30 10:10,"",V0.5,2020-01-10,2020-01-10,1.00,1.00,0.00,0.00,100,2020-01-10 18:30,2020-01-13 11:13,徐苗,Related to #29,"","",IT Bug,开发,""
35,穿山甲,Story,684,后台的公共管理页面,Done,Normal,韩雨彤 导出调查问卷答案,毕艳芳,余鹏飞,2020-04-30 09:57,"",V0.5,2020-01-13,2020-01-15,"","",0.00,0.00,100,2020-01-07 16:13,2020-01-21 10:44,徐苗,"","","血压 e 讲堂, 医脉通","","",""
34,穿山甲,Story,683,E 讲堂后台,Done,Normal,Eva 重新调用医脉通接口推送数据,毕艳芳,余鹏飞,2020-04-30 09:55,"",V0.5,2020-01-15,2020-01-19,"","",0.00,0.00,100,2020-01-07 15:43,2020-01-21 10:43,徐苗,Related to #109,"","血压 e 讲堂, 咯叽运营","","",""
29,穿山甲,Story,684,后台的公共管理页面,Done,Normal,Sally 添加诺华医院,毕艳芳,余鹏飞,2020-04-30 09:54,"",V0.5,2020-01-08,2020-01-10,"","",0.00,0.00,100,2020-01-06 18:32,2020-01-21 10:44,徐苗,"Related to #51, Related to #59, Related to #60, Related to #61","",诺华主数据,"","",""
12,穿山甲,Story,684,后台的公共管理页面,Done,Normal,Sally 解绑穿山甲登录,毕艳芳,余鹏飞,2020-04-30 10:46,"",V0.5,2020-01-06,2020-01-07,"","",0.00,0.00,100,2020-01-03 19:58,2020-01-09 15:45,徐苗,"","",咯叽运营,"","",""
1121,穿山甲,Bug,"","",To IT,Normal,活动增量推送提示DSM场次不足,毕艳芳,刘邵文,2020-07-17 10:05,"",V0.8,2020-07-17,2020-07-17,"","",0.00,0.00,70,2020-07-16 19:14,"",刘邵文,"","f42085cc-79f9-4f61-b14c-fe94e5253a4e.png
cb79f2ff-fc7a-4666-a2f4-59ac7b533248.jpg","",UAT Bug,开发,""
1119,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,To IT,Normal,活动详情跳转，改成抽屉方式,毕艳芳,刘邵文,2020-07-16 17:01,"",V0.8,2020-07-16,2020-07-17,"","",0.00,0.00,70,2020-07-16 09:48,"",刘邵文,"","","","","",""
1114,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,去掉原有的「穿山甲登录用户管理」,徐苗,刘邵文,2020-07-14 18:24,"",V0.8,2020-07-14,2020-07-14,"","",0.00,0.00,100,2020-07-14 15:50,2020-07-14 18:24,徐苗,Related to #1052,clipboard-202007141549-yl7nm.png,"",IT Bug,需求,""
1113,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,报表权限不需要设置权限,徐苗,刘邵文,2020-07-16 11:38,"",V0.8,2020-07-14,2020-07-14,"","",0.00,0.00,100,2020-07-14 14:47,2020-07-16 11:38,徐苗,"",clipboard-202007141447-ab63z.png,"",IT Bug,开发,""
1112,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,在项目管理里可以查询场次，但在项目下的DSM场次中无法查询到,毕艳芳,刘邵文,2020-07-14 14:09,"",V0.8,2020-07-14,2020-07-14,"","",0.00,0.00,100,2020-07-14 12:27,2020-07-14 14:09,徐苗,"","企业微信截图_f9b9ba24-8c10-4939-95ba-3b6ea1fd5150.png
企业微信截图_72ba1dd5-1988-48db-bf9f-d5edde5321cc.png","",PRD Bug,开发,""
1111,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Deploy,Normal,Tracking表管理加入AMM名称搜索,毕艳芳,刘邵文,2020-07-15 19:22,"",V0.8,2020-07-14,2020-07-14,"","",0.00,0.00,80,2020-07-13 18:13,"",毕艳芳,"",1594635036333.jpg,"","","",""
1109,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,9条DSM的场次不平,毕艳芳,刘邵文,2020-07-13 18:36,"",V0.8,2020-07-13,2020-07-13,"","",0.00,0.00,100,2020-07-13 09:53,2020-07-13 18:35,徐苗,"","企业微信截图_15946037237633.png
企业微信截图_5b442ac6-8fb9-48bf-bb52-6ed289b4380c.png",血压 e 讲堂,PRD Bug,开发,""
1108,穿山甲,Log,"","",To IT,Normal,Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.util.NoSuchElementException: No value present] with root cause,徐苗,刘邵文,2020-07-17 12:39,"",V0.8,2020-07-16,2020-07-17,"","",0.50,0.50,70,2020-07-10 14:45,"",刘邵文,"","","","",开发,Java Log
1096,穿山甲,Story,924,自动生成海报,IT,Normal,如果海报是自动生成不需要人工确认，穿山甲提示,毕艳芳,刘邵文,2020-07-16 09:43,"",V0.8,2020-07-13,2020-07-13,"","",0.00,0.00,70,2020-07-09 15:40,"",徐苗,"","","","","",""
1095,穿山甲,Story,924,自动生成海报,IT,Normal,在海报显示的字符字段都需要去除空格，换行等字符,毕艳芳,刘邵文,2020-07-16 09:43,"",V0.8,2020-07-13,2020-07-13,"","",0.00,0.00,70,2020-07-09 15:36,"",徐苗,"","","","","",""
1094,穿山甲,Story,924,自动生成海报,IT,Normal,海报自动生成，不需要人工确认,毕艳芳,刘邵文,2020-07-16 09:43,"",V0.8,2020-07-13,2020-07-13,"","",0.00,0.00,70,2020-07-09 15:33,"",徐苗,"","","","","",""
1092,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,To IT,Normal,在变更记录里，可以查询每次场次变更的数据DSM/医生,毕艳芳,刘邵文,2020-07-14 11:23,"",V0.8,2020-07-13,2020-07-14,"","",0.00,0.00,70,2020-07-09 15:07,"",刘邵文,"","","","","",""
1090,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,To IT,Normal,DSMAdmin登录穿山甲可以看到所有项目的全部场次情况,毕艳芳,刘邵文,2020-07-15 11:47,"",V0.8,2020-07-14,2020-07-14,"","",0.00,0.00,70,2020-07-09 15:03,"",刘邵文,"","",穿山甲,"","",""
1089,穿山甲,Bug,393,场次管理，活动是否能举行,To UAT,Normal,同医院观众无效的活动场次不归还，但是场次查询逻辑需要修改,毕艳芳,刘邵文,2020-07-14 14:37,"",V0.8,2020-07-10,2020-07-13,"","",1.50,1.50,80,2020-07-09 13:29,"",徐苗,"",企业微信截图_ce7e4339-30bb-4d62-9ad1-21a8cba80703.png,"",PRD Bug,需求,""
1087,穿山甲,Story,413,穿山甲小程序的体验账号,Done,Normal,体验项目医生可以签字,刘邵文,刘邵文,2020-07-09 10:07,"",V0.8,2020-07-08,2020-07-08,"","",0.00,0.00,100,2020-07-08 18:08,2020-07-09 10:07,谷常生,"","","","","",""
1086,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,医脉通回调如果无效原因是医院医生未达标，场次不归还,毕艳芳,刘邵文,2020-07-09 09:21,"",V0.8,2020-07-08,2020-07-08,"","",0.00,0.00,100,2020-07-08 16:46,2020-07-09 09:21,徐苗,"","","",PRD Bug,需求,""
1080,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,早安血糖导入tracking表时报错，时间格式错误,徐苗,刘邵文,2020-07-08 10:50,"",V0.8,2020-07-08,2020-07-08,"","",0.00,0.00,100,2020-07-08 10:01,2020-07-08 10:50,徐苗,Related to #1012,企业微信截图_09e52ac3-7df3-4c07-b96e-839da6e518bd.png,"",IT Bug,开发,""
1076,穿山甲,Bug,472,迁移E 讲堂、早安血糖到新模型,Done,Normal,tracking导入失败，异常提醒见附件,毕艳芳,刘邵文,2020-07-09 09:53,"",V0.8,2020-07-08,2020-07-08,"","",4.50,4.50,100,2020-07-07 15:11,2020-07-09 09:53,徐苗,"",企业微信截图_aac15464-10ce-4101-896b-8330db055a30.png,"",PRD Bug,开发,""
1075,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,穿山甲后台名医审核的医生场次默认添加的类型是NORMAL，应该是DEFAULT_SETTING,毕艳芳,刘邵文,2020-07-09 09:53,"",V0.8,2020-07-07,2020-07-07,"","",0.00,0.00,100,2020-07-07 14:04,2020-07-09 09:53,徐苗,Related to #867,企业微信截图_3a56eaea-9bbd-4b2f-80a8-2877300800e0.png,脑防委,UAT Bug,开发,""
1074,穿山甲,Story,924,自动生成海报,IT,Normal,医生姓名和科室+姓名单独成为一行,毕艳芳,刘邵文,2020-07-15 15:20,"",V0.8,2020-07-08,2020-07-08,"","",0.00,0.00,70,2020-07-07 13:29,"",徐苗,"","","血压 e 讲堂, 早安血糖 e 讲堂","","",""
1064,穿山甲,Bug,"","",Done,Immediate,穿山甲 脑防委 显示有场次，但活动无法申请,毕艳芳,刘邵文,2020-07-06 18:19,"",V0.8,2020-07-06,2020-07-06,"","",0.00,0.00,100,2020-07-06 13:50,2020-07-06 18:19,徐苗,"","WechatIMG5825.jpeg
WechatIMG5824.jpeg","穿山甲, 脑防委",PRD Bug,开发,""
1063,穿山甲,Bug,"","",Done,Normal,赵义炜DSM的活动场次16场，但限制场次只有15场,毕艳芳,刘邵文,2020-07-03 20:27,"",V0.8,2020-07-03,2020-07-03,"","",0.00,0.00,100,2020-07-03 17:39,2020-07-03 20:27,徐苗,"","企业微信截图_839ec0d2-1835-4a52-8333-8008bead6aa3.png
企业微信截图_7ce0bdb9-281f-4053-b2db-2b8520c596ba.png","",PRD Bug,开发,""
1061,穿山甲,Bug,924,自动生成海报,Done,Normal,诺华E讲堂，早安血糖自动生成的海报没有科室,毕艳芳,刘邵文,2020-07-09 09:54,"",V0.8,2020-07-03,2020-07-03,"","",0.00,0.00,100,2020-07-03 15:21,2020-07-09 09:54,徐苗,"",1593760856305.jpg,"",PRD Bug,开发,""
1059,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Deploy,Normal,报表 -诺华E讲堂状态报表 迁移到react,毕艳芳,刘邵文,2020-07-15 18:49,"",V0.8,2020-07-06,2020-07-09,"","",0.00,0.00,80,2020-07-03 10:32,"",毕艳芳,"","","","","",""
1057,穿山甲,Bug,393,场次管理，活动是否能举行,Done,Normal,变更记录查询DSM剩余场次是零场，在查询记录中是16场,毕艳芳,刘邵文,2020-07-06 18:21,"",V0.8,2020-07-03,2020-07-03,"","",0.00,0.00,100,2020-07-03 09:54,2020-07-06 18:21,徐苗,"","企业微信截图_674ab109-a139-40c5-b90d-2748e87503b9.png
企业微信截图_f2f2a45a-5a77-4cb6-9615-74df0ac156a5.png","",PRD Bug,开发,""
1054,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Deploy,Normal,用户权限划分页面可按一级菜单全选,毕艳芳,刘邵文,2020-07-15 19:22,"",V0.8,2020-07-09,2020-07-10,"","",0.00,0.00,80,2020-07-02 19:17,"",毕艳芳,"","",系统设置,"","",""
1053,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Deploy,Normal,配置表管理页面,毕艳芳,刘邵文,2020-07-15 18:55,"",V0.8,2020-07-08,2020-07-09,"","",0.00,0.00,80,2020-07-02 19:14,"",毕艳芳,"","",咯叽运营,"","",""
1052,穿山甲,Story,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Deploy,Normal,DSM/AMM 管理页面和穿山甲登录页面合并,毕艳芳,刘邵文,2020-07-15 19:15,"",V0.8,2020-07-07,2020-07-09,"","",0.00,0.00,80,2020-07-02 19:12,"",毕艳芳,Related to #1114,"",咯叽运营,"","",""
1051,穿山甲,Bug,"","",Done,Normal,导出-Excel中银行账号字段存放的是时间,毕艳芳,刘邵文,2020-07-03 09:33,"",V0.8,2020-07-02,2020-07-02,"","",0.00,0.00,100,2020-07-02 16:20,2020-07-03 09:33,徐苗,"",BUG.png,脑防委,UAT Bug,开发,""
1031,穿山甲,Bug,960,穿山甲小程序「首页」 UI,Done,Normal,我的默认头像打不开,徐苗,刘邵文,2020-07-09 10:14,"",V0.8,2020-06-01,2020-06-01,"","",0.00,0.00,100,2020-06-28 19:06,2020-06-28 19:06,徐苗,"","","",PRD Bug,开发,""
1027,穿山甲,Bug,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,诺华E讲堂认领时提示：账号已经创建，不允许重复创建直播账号,毕艳芳,刘邵文,2020-06-30 10:33,"",V0.8,2020-06-28,2020-06-28,"","",1.00,1.00,100,2020-06-28 14:23,2020-06-30 10:33,徐苗,"",121a578d-072e-42df-ab4a-9ea68a80d95f.jpg,"",PRD Bug,开发,""
1022,穿山甲,Bug,960,穿山甲小程序「首页」 UI,Done,Normal,团队成员每个MR显示最后一条记录和状态,毕艳芳,刘邵文,2020-06-28 16:51,"",V0.8,2020-06-28,2020-06-28,"","",0.00,0.00,100,2020-06-28 10:44,2020-06-28 16:51,徐苗,"",WechatIMG2.jpeg,"",PRD Bug,需求,""
1019,穿山甲,Bug,960,穿山甲小程序「首页」 UI,Done,Normal,DSM点击欢迎成员加入，报500错,徐苗,刘邵文,2020-06-28 10:50,"",V0.8,2020-06-28,2020-06-28,"","",0.00,0.00,100,2020-06-28 08:56,2020-06-28 10:50,徐苗,"","企业微信截图_a98324eb-9ca5-4282-9be8-bc65dc410fc0.png
企业微信截图_39db7657-3ad0-42b9-92fb-4f80d47832a9.png","",IT Bug,开发,""
1018,穿山甲,Bug,960,穿山甲小程序「首页」 UI,Done,Normal,如果将成员清退，变更详情中的记录报500错,徐苗,刘邵文,2020-06-24 17:05,"",V0.8,2020-06-24,2020-06-24,"","",0.00,0.00,100,2020-06-24 16:43,2020-06-24 17:05,徐苗,"",企业微信截图_056ae139-3d87-47a4-aba5-b02ba5683433.png,"",IT Bug,开发,""
1017,穿山甲,Bug,960,穿山甲小程序「首页」 UI,Done,Normal,暂无负责人点击确认时报400错误,徐苗,刘邵文,2020-06-24 16:39,"",V0.8,2020-06-24,2020-06-24,"","",0.00,0.00,100,2020-06-24 16:19,2020-06-24 16:39,徐苗,"",clipboard-202006241618-l0mld.png,"",IT Bug,开发,""
1010,穿山甲,Bug,959,穿山甲小程序「我的」 UI,Done,Normal,场次不足依旧可以确认医院别名,刘邵文,刘邵文,2020-06-24 16:41,"",V0.8,2020-06-23,2020-06-23,"","",0.00,0.00,100,2020-06-23 14:04,2020-06-24 16:41,徐苗,"","","",PRD Bug,开发,""
1005,穿山甲,Bug,960,穿山甲小程序「首页」 UI,Done,Normal,变更记录中的MR认领的记录需要显示是谁认领的,徐苗,刘邵文,2020-06-23 14:01,"",V0.8,2020-06-23,2020-06-23,"","",0.00,0.00,100,2020-06-23 10:13,2020-06-23 14:01,徐苗,Related to #943,企业微信截图_4b2befcb-c1da-4db6-9726-915ec03a7a60.png,"",IT Bug,开发,""
995,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,High,咯叽服务-幻灯库管理，无法上传最新幻灯,毕艳芳,刘邵文,2020-06-23 08:48,"",V0.8,2020-06-22,2020-06-22,"","",0.00,0.00,100,2020-06-22 10:54,2020-06-23 08:48,徐苗,"","企业微信截图_dd45d101-14d4-4f2c-b442-5226efd48f7f.png
企业微信截图_0376657c-c9d0-40bf-94b9-ac4344a3ef16.png",咯叽服务,PRD Bug,开发,""
982,穿山甲,Bug,959,穿山甲小程序「我的」 UI,Done,Normal,团队列表没按场次多少排序,徐苗,刘邵文,2020-06-19 08:45,"",V0.8,2020-06-18,2020-06-18,"","",0.00,0.00,100,2020-06-18 15:42,2020-06-19 08:45,徐苗,Related to #941,"","",IT Bug,开发,""
979,穿山甲,Bug,959,穿山甲小程序「我的」 UI,Done,Normal,有新成员时，我的团队列表无红点显示,徐苗,刘邵文,2020-06-19 13:08,"",V0.8,2020-06-18,2020-06-18,"","",0.00,0.00,100,2020-06-18 15:23,2020-06-18 15:39,徐苗,Related to #942,"","",UT Bug,开发,""
978,穿山甲,Bug,959,穿山甲小程序「我的」 UI,Done,Normal,点击清退后，顶替队员列表中应不包括要被顶替的人,徐苗,刘邵文,2020-06-18 15:39,"",V0.8,2020-06-18,2020-06-18,"","",0.00,0.00,100,2020-06-18 14:06,2020-06-18 15:39,徐苗,Related to #941,clipboard-202006181405-zibop.png,"",IT Bug,开发,""
972,穿山甲,Story,924,自动生成海报,Done,Normal,生成早安血糖项目海报,谷常生,刘邵文,2020-06-30 19:06,"",V0.8,2020-06-29,2020-06-29,4.00,4.00,0.00,0.00,100,2020-06-17 18:04,2020-06-30 19:06,徐苗,"","","","","",""
970,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,High,小程序AMM确认医院别名计算活动有效性是，没有计算直播时长,毕艳芳,刘邵文,2020-06-23 08:48,"",V0.8,2020-06-19,2020-06-19,"","",0.50,0.50,100,2020-06-16 16:18,2020-06-23 08:48,徐苗,"",1592295439676.jpg,穿山甲,PRD Bug,开发,""
963,穿山甲,Bug,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,小程序直播信息如果一直停留在本页，从待执行到待付款后，页面报500错,徐苗,刘邵文,2020-06-19 13:33,"",V0.8,2020-06-15,2020-06-15,"","",0.00,0.00,100,2020-06-15 13:09,2020-06-15 13:30,徐苗,"","企业微信截图_03b67d2f-00d8-451c-8012-7c9f6750bd9b.png
企业微信截图_125e4d46-b057-45e5-a62b-ef5da4fb316e.png","",IT Bug,开发,""
962,穿山甲,Story,723,早安血糖的幻灯库和面单管理,Done,High,早安血糖有效观众计算变成20分钟,毕艳芳,刘邵文,2020-06-19 13:18,"",V0.8,2020-06-15,2020-06-15,"","",0.00,0.00,100,2020-06-15 12:05,2020-06-16 17:48,徐苗,"","","","","",""
944,穿山甲,Story,959,穿山甲小程序「我的」 UI,Done,Normal,我的团队-团队成员,毕艳芳,刘邵文,2020-06-19 08:44,"",V0.8,2020-06-18,2020-06-18,6.00,6.00,0.00,0.00,100,2020-06-11 17:20,2020-06-19 08:44,徐苗,"","",穿山甲,"","",""
943,穿山甲,Story,960,穿山甲小程序「首页」 UI,Done,Normal,我的团队-变更记录,毕艳芳,刘邵文,2020-06-28 18:11,"",V0.8,2020-06-19,2020-06-22,3.00,3.00,0.00,0.00,100,2020-06-11 17:15,2020-06-28 18:11,徐苗,Related to #1005,"",穿山甲,"","",""
942,穿山甲,Story,959,穿山甲小程序「我的」 UI,Done,Normal,我的团队-新队员,毕艳芳,刘邵文,2020-06-19 08:44,"",V0.8,2020-06-16,2020-06-17,5.00,5.00,0.00,0.00,100,2020-06-11 17:13,2020-06-19 08:44,徐苗,Related to #979,"",穿山甲,"","",""
941,穿山甲,Story,959,穿山甲小程序「我的」 UI,Done,Normal,我的团队-团队列表,毕艳芳,刘邵文,2020-06-19 08:45,"",V0.8,2020-06-15,2020-06-17,4.00,4.00,0.00,0.00,100,2020-06-11 17:11,2020-06-19 08:45,徐苗,"Related to #978, Related to #982","",穿山甲,"","",""
939,穿山甲,Bug,743,统一早安血糖和诺华 E 讲堂的医脉通接口,Done,Normal,早安血糖重新推送的数据计算的有效观众人数错误,毕艳芳,刘邵文,2020-06-12 19:07,"",V0.8,2020-06-11,2020-06-11,"","",0.00,0.00,100,2020-06-11 16:45,2020-06-12 09:14,徐苗,Related to #881,"1591864972646.jpg
诺华E讲堂_Tracking_模版-福建大区0611-1.xlsx",医脉通,PRD Bug,开发,""
933,穿山甲,Story,960,穿山甲小程序「首页」 UI,Done,Normal,组件-新队员申请,毕艳芳,刘邵文,2020-06-28 18:11,"",V0.8,2020-06-23,2020-06-24,10.00,10.00,0.00,0.00,100,2020-06-11 14:40,2020-06-28 18:11,徐苗,"","",穿山甲,"","",""
926,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,High,脑防委活动名医导出Time-out,毕艳芳,刘邵文,2020-07-03 09:32,"",V0.8,2020-06-30,2020-07-02,5.00,5.00,3.50,3.50,100,2020-06-10 15:17,2020-07-03 09:32,徐苗,"","企业微信截图_43de3bba-a809-4029-a7bf-d50811e544e3.png
企业微信截图_6f9384f7-b5fb-4709-a7fe-bde68cf72079.png
企业微信截图_eb253654-b628-4e96-9a6a-a85993c37068.png
脑防委_20200701095418.xlsx","",PRD Bug,开发,""
918,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,咯叽服务-订单管理 更新物料信息第二页的物流会更新第一页的内容,毕艳芳,刘邵文,2020-06-11 10:41,"",V0.8,2020-06-10,2020-06-10,"","",0.00,0.00,100,2020-06-09 19:48,2020-06-11 10:41,徐苗,"","",咯叽服务,PRD Bug,开发,""
914,穿山甲,Story,722,血压 E 讲堂二期需求变更（五月）,Done,Normal,Tracking表可以导入当天的活动,毕艳芳,刘邵文,2020-06-11 10:41,"",V0.8,2020-06-09,2020-06-09,1.00,1.00,0.50,0.50,100,2020-06-09 10:06,2020-06-11 10:41,徐苗,Related to #927,"","血压 e 讲堂, noodle-thymeleaf","","",""
911,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,脑防委-活动管理批量下载图片，只下载成功一张,毕艳芳,刘邵文,2020-06-08 17:08,"",V0.8,2020-06-08,2020-06-08,"","",0.00,0.00,100,2020-06-08 14:42,2020-06-08 17:08,徐苗,Related to #796,企业微信截图_dc062b46-9d0b-4dd2-9088-52bf6d2de894.png,"",UAT Bug,开发,""
909,穿山甲,Bug,513,Web 后台管理从 Thymeleaf + Bootstrap 迁 React + Ant Design 4,Done,Normal,脑防委-活动管理 服务类型没有显示，并且物流单号显示NULL,毕艳芳,刘邵文,2020-06-08 17:48,"",V0.8,2020-06-08,2020-06-08,"","",0.00,0.00,100,2020-06-08 14:24,2020-06-08 17:48,徐苗,Related to #796,企业微信截图_ae10b857-053d-4a47-b0a5-36a74ac90e69.png,脑防委,UAT Bug,开发,""
